+1	-1	0.1241382134493294
+1	-1	0.4965343047830677
-1	-1	0.5441537269044031
+1	-1	0.19017813714219933
+1	-1	0.13653815589511842
-1	-1	0.4601877531546019
+1	-1	0.4728666272364104
-1	-1	0.9628723082555912
+1	-1	0.049931760506706335
-1	-1	0.8515406241142385
+1	-1	0.5820090961552606
-1	-1	0.20953859793369123
-1	-1	0.5875287474326188
-1	-1	0.7020588589805068
+1	-1	0.2563577458106282
-1	-1	0.7837251004335397
-1	-1	0.9986543741261478
-1	-1	0.42433394691394055
-1	-1	0.8704374663831954
+1	-1	0.17470943947590523
-1	-1	0.667097791014116
+1	-1	0.5218992086886645
-1	-1	0.7857122806318761
-1	-1	0.3791025870063034
+1	-1	0.12208512561928142
+1	-1	0.17386221336311747
-1	-1	0.982306967721799
-1	-1	0.7153084007307822
+1	+1	0.9851008984581554
-1	-1	0.903221505867211
-1	-1	0.7954096715545247
-1	-1	0.8662976957565867
+1	-1	0.5875287474326188
-1	-1	0.5615894148595848
-1	-1	0.9901399106542671
+1	-1	0.13820430024642916
+1	+1	0.9836584146039534
-1	-1	0.3163182830370479
-1	-1	0.7165843649085789
+1	-1	0.7969029626586186
+1	-1	0.24372837852044527
-1	-1	0.9616691560666834
-1	-1	0.9027476820123413
-1	-1	0.3727848451902851
+1	-1	0.27697507369257546
-1	-1	0.32420450979609017
-1	-1	0.9808601022587236
+1	-1	0.38919762571239847
+1	+1	0.9914553399891198
+1	-1	0.048294077353634335
+1	-1	0.3357724072884114
+1	-1	0.1738999360980138
-1	-1	0.8614420910131865
+1	-1	0.2598103035599417
-1	-1	0.8710861386470652
-1	-1	0.9725055606073079
+1	-1	0.29954055977804994
+1	-1	0.7282627350295554
-1	-1	0.274171216383835
+1	-1	0.46981602748954454
-1	-1	0.8382306811940655
-1	-1	0.9736898093587826
-1	-1	0.9959767419235515
+1	-1	0.44413017837032653
-1	-1	0.9784334115764988
-1	-1	0.8207126318723175
-1	-1	0.7513693387511065
-1	-1	0.4126147868922835
+1	-1	0.43770682606987754
-1	-1	0.6762816650414356
+1	+1	0.9970937870816855
+1	-1	0.29912526626328984
-1	-1	0.471249017346834
+1	-1	0.8979834958470005
+1	-1	0.5825160759644921
-1	-1	0.7300257064955371
+1	-1	0.0520691422970615
+1	-1	0.8283766767321519
-1	-1	0.8535392467357079
+1	-1	0.10631922824538009
-1	-1	0.7532519411226107
-1	-1	0.2824049263475997
-1	-1	0.9095313713135126
+1	-1	0.1793002645183941
+1	-1	0.3340823039308355
-1	-1	0.8697329379554257
-1	-1	0.5508176419700502
-1	-1	0.6879223971923638
+1	-1	0.020019904158636193
+1	-1	0.029152457465640325
+1	-1	0.0881910390854358
+1	-1	0.31515116097772244
-1	-1	0.8989488993675533
+1	-1	0.1668108759391952
-1	-1	0.4387403085788749
+1	-1	0.582782074299222
-1	-1	0.9697947973423997
+1	-1	0.09916301265355953
-1	-1	0.5537145960603858
+1	-1	0.5415866529748776
-1	-1	0.8992539870727572
-1	-1	0.7381145736681478
-1	-1	0.7800792933582494
+1	-1	0.0828051882824885
+1	+1	0.9873688985576824
-1	-1	0.6275638655358826
+1	-1	0.09068535970417924
-1	-1	0.552121168386432
-1	-1	0.5886672137760114
+1	-1	0.954219030278131
+1	-1	0.26351487367437587
+1	-1	0.23083805984497952
-1	-1	0.969754983675244
-1	-1	0.5519974208513654
+1	-1	0.283532481986255
-1	-1	0.6415937742634599
-1	-1	0.8316104207702781
-1	-1	0.951452359241331
+1	-1	0.969611608116999
+1	-1	0.4144670121268431
+1	+1	0.9993345858850374
-1	-1	0.8324151576797915
-1	-1	0.1737826089983181
-1	-1	0.9535440123169031
+1	-1	0.4186564692446474
-1	-1	0.9512819251505292
+1	+1	0.9857975099812781
-1	-1	0.9564135673110453
+1	-1	0.022213669550728676
+1	+1	0.9904444513967504
+1	-1	0.03086859850277046
+1	-1	0.09967191790488805
-1	-1	0.1871101659662061
+1	-1	0.2000196373524381
+1	-1	0.9248090875568753
+1	-1	0.829625290175189
+1	-1	0.33203259817781305
+1	-1	0.29207021740579153
+1	-1	0.5838346908367461
-1	-1	0.3967555753540729
-1	-1	0.973927301598622
+1	-1	0.08320196693699566
+1	-1	0.12436425944192586
+1	+1	0.9985941504520871
-1	-1	0.9953669470681852
+1	-1	0.06433919065960636
-1	-1	0.7624678646401173
+1	-1	0.17881436064383216
-1	-1	0.8504204893474785
-1	-1	0.7070476161128577
+1	-1	0.8409420221801476
-1	-1	0.3771168127898621
+1	-1	0.7176626099966708
+1	-1	0.8276583982751234
-1	-1	0.933450852890704
+1	-1	0.4849879545058835
-1	-1	0.497901962009907
-1	-1	0.12894957041921562
+1	+1	0.9948631706430692
+1	-1	0.33094768503809924
-1	-1	0.8125044126600597
+1	-1	0.1465230054879081
-1	-1	0.9228704946265089
-1	-1	0.4505406417502891
+1	-1	0.359521787658991
-1	-1	0.17841361966022962
+1	-1	0.43285062158101006
+1	+1	0.9925241732629022
+1	-1	0.4678841410372806
+1	-1	0.1010648294361084
+1	-1	0.4378706812764327
